aid,view,danmaku,reply,favorite,coin,share
7309,6491,101,16,3,1,7
7308,2128,384,13,1,1,3
7310,--,283,55,214,13,13
7311,5757,870,42,15,0,7
7313,13,40,5,6,0,4
7315,159,91,24,1,0,3
7316,9217,194,48,26,0,2
7320,1347,23,4,0,0,1
7326,1642,117,5,28,3,7
7323,622,21,2,1,0,7
7328,3932,148,31,70,7,3
7329,--,430,110,105,1,2
7331,2772,122,26,22,1,3
7332,2518,186,16,37,2,2
7333,1557,22,11,5,0,0
7335,75266,1079,73,1390,45,149
7336,253,35,17,7,0,6
7338,--,425,53,37,0,4
7339,85060,14556,60,469,17,4
7340,862,1289,113,44,0,6
7341,16018,1175,38,159,17,9
7345,21717,2952,209,598,14,4
7347,10170,594,20,6,1,7
7352,4972,100,36,10,1,0
7353,607,12,6,16,0,7
7355,2820,45,14,3,0,4
7356,1155,108,6,7,0,5
7357,3116,428,31,4,0,2
7358,848,11,11,7,0,6
7364,635,35,18,113,5,11
7366,960,16,8,8,1,2
7367,1122,75,17,6,0,6
7368,--,350,9,2,0,4
7369,1199,191,3,1,0,6
7371,2419,65,9,16,2,3
7373,5796,1027,25,38,0,8
7375,1781,147,16,4,0,3
7377,432,16,8,3,0,2
7376,27687,1489,100,265,10,11
7378,726,20,12,3,0,4
7380,267,1040,16,27,0,3
7379,3388,9,22,10,1,3
7381,7944,450,49,64,5,7
7383,8232,556,8,138,1,1
7384,17218,208,36,328,13,18
7392,6764,329,20,61,8,7
7393,35463,2459,148,356,76,108
7397,1313,100,8,39,2,3
7399,21040,1035,16,27,0,2
7400,1829,116,6,1,0,7
7401,34122,1763,33,264,8,6
7403,1947,74,5,2,0,3
7406,1271,29,9,3,0,2
7409,2037,324,10,4,0,6
7410,1887,79,15,1,0,2
7412,4325,337,22,55,1,7
7411,84,60,6,7,1,1
7414,14775,1861,31,113,22,14
7415,5785,111,41,65,0,9
7416,920,18,6,3,0,15
7418,1616,109,17,0,1,3
7325,7694,304,49,34,2,5
7421,2385,55,10,1,0,0
7422,677,7,10,0,0,4
7423,887,17,2,1,1,4
7424,889,16,4,0,0,1
7426,38,33,4,4,1,2
7428,1674,23,9,4,1,3
7429,77,56,11,2,0,2
7433,--,1867,215,537,14,13
7436,13126,308,30,239,19,32
7437,932,16,3,3,0,2
7439,8196,1246,27,79,4,5
7440,5635,185,4,26,3,5
7442,2026,22,7,18,5,5
7441,9278,168,52,307,11,6
7427,18348,1180,51,135,16,4
7443,3540,280,29,5,0,2
7449,562,10,8,1,0,6
7450,7009,76,48,76,15,13
7453,1548,48,11,6,0,3
7454,2553,84,13,38,0,6
7455,150,170,8,4,0,6
7456,11058,710,89,112,4,6
7458,718,55,9,5,0,0
7459,609,12,13,6,0,1
7463,30648,2073,267,867,77,43
7464,20873,594,158,1072,130,25
7465,1231,57,15,50,2,1
7468,2733,158,42,67,4,3
7467,84407,1299,65,744,48,538
7471,659,25,7,10,1,5
7470,7927,549,28,25,2,4
7477,--,307,77,273,21,15
7478,4306,167,25,31,1,6
7479,35,350,47,26,0,3
7475,615,8,11,3,0,2
7476,44,6,7,5,0,4
7480,11168,679,75,113,3,6
7481,4336,1266,58,48,2,2
7482,26725,1600,49,209,13,5
7485,582,10,5,1,0,2
7487,659,21,8,5,0,0
7488,1324,36,10,6,1,2
7489,1965,33,12,23,0,3
7490,941,307,9,7,0,2
7491,2165,90,21,17,0,3
7484,43901,5861,129,391,69,56
7493,26010,1705,36,24,9,4
7497,1148,80,20,1,1,3
7500,3466,66,16,7,0,1
7499,3108,149,19,5,1,7
7498,9089,843,71,45,1,6
7501,7283,343,35,44,3,6
7503,--,345,18,38,12,10
7502,971,205,8,3,0,3
7505,2617,91,20,66,8,4
7506,20622,1650,53,134,6,2
7508,2130,424,27,7,0,4
7507,12612,575,41,30,2,6
7509,103,23,6,5,0,10
7510,12056,2138,35,43,4,2
7512,31329,1765,69,232,24,15
7514,--,2243,102,887,45,10
7504,495,33,5,3,0,5
7516,1160,26,8,4,1,8
7517,33,209,24,2,0,3
7519,4822,244,27,57,1,9
7521,449,5,3,3,0,3
7524,2475,80,22,18,0,5
7523,2047,67,12,12,0,5
7525,3189,167,22,9,1,4
7527,54750,718,308,2518,174,116
7529,1769,131,21,57,3,4
7528,871,194,12,19,1,4
7532,1530,87,13,12,0,2
7533,92,39,7,16,2,4
7534,5122,364,18,41,1,6
7536,3176,1589,22,23,0,4
7537,2790,163,17,7,2,5
7540,93483,3485,105,1583,69,15
7542,2500,69,6,4,0,5
7539,--,269,18,17,1,4
7538,1810,35,17,9,0,6
7541,1855,44,72,15,0,1
7543,1163,195,5,1,0,4
7544,17693,2365,42,145,19,5
7548,1755,107,10,5,0,3
7551,70,18,11,12,1,8
7552,26812,437,34,292,15,11
7553,8357,459,11,26,4,3
7554,6043,132,25,17,2,2
7555,1730,53,12,8,1,3
7559,417,33,9,4,0,6
7562,1622,20,6,2,0,4
7567,2657,83,7,8,0,4
7566,9121,609,52,107,5,8
7568,932,14,7,3,0,2
7569,2361,43,22,19,0,1
7574,343,98,38,37,2,4
7572,1865,256,20,5,0,6
7560,7804,648,26,37,1,6
7576,964,10,7,3,0,4
7565,235741,5239,561,3136,226,504
7579,509,9,5,2,0,3
7581,1711,34,13,4,0,2
7582,1605,8,7,3,3,4
7583,1689,21,10,21,2,7
7584,2349,150,58,25,1,5
7585,--,2297,80,13,0,5
7588,11993,205,97,428,18,22
7590,796,154,9,2,0,1
7591,977,22,11,25,2,9
7593,1791,133,24,78,11,5
7592,4148,282,23,10,0,5
7494,5966,210,20,26,0,8
7595,84,61,15,2,0,4
7596,1223,82,4,5,0,4
7594,685,72,13,11,2,3
7598,766,13,2,1,0,4
7587,1681,590,8,2,2,1
7599,16494,254,52,109,6,5
7600,1129,21,8,2,1,3
7601,1753,221,7,1,0,4
7602,7164,12,12,18,0,5
7603,793,76,12,6,0,4
7604,2255,32,7,5,0,1
7606,6477,348,73,17,0,5
7610,14363,301,203,392,47,13
7611,312,43,7,12,1,6
7612,1643,40,12,3,0,4
7613,1889,82,10,19,0,7
7614,5833,343,10,6,0,2
7616,3767,100,19,14,0,5
7617,6742,182,10,33,0,6
7608,1873,73,14,21,0,5
7619,1999,44,21,8,0,6
7620,--,27,9,2,0,2
7621,2925,84,30,53,1,4
7622,--,122,37,100,8,9
7626,1962,87,9,7,2,4
7631,6170,410,28,25,7,11
7632,34,14,7,0,0,5
7628,117792,5361,346,644,252,165
7634,7544,106,7,9,0,4
7635,1414,65,18,16,5,9
7633,2273,64,18,11,0,3
7636,2779,155,22,4,0,2
7637,3276,124,20,33,15,10
7639,16054,780,63,139,10,12
7640,1175,25,11,12,1,3
7643,216,250,21,34,3,6
7645,1134,141,8,1,0,3
7646,960,24,5,6,1,4
7649,7016,104,16,10,2,4
7641,2918,760,12,3,0,3
7656,36,10,2,1,0,3
7659,1925,81,15,51,2,5
7663,22004,1544,114,141,9,25
7662,595,10,7,4,0,7
7647,9668,102,48,270,22,23
7665,1924,59,10,40,4,8
7669,2643,124,7,9,0,6
7672,1083,88,4,2,0,2
7673,2808,205,32,10,0,5
7675,1011,20,13,18,0,6
7678,12391,176,43,73,2,6
7680,--,917,543,1704,254,97
7681,885,145,9,23,1,8
7682,2494,104,6,14,1,6
7685,12724,1164,21,118,9,9
7686,--,128,31,95,6,3
7597,674,26,7,4,0,6
7687,14005,1727,36,149,10,4
7689,--,115,31,49,2,3
7690,595,24,4,6,0,2
7688,113,11,8,6,1,1
7694,23602,1361,88,271,12,22
7695,1531,19,9,4,1,4
7698,1640,98,7,5,0,3
7699,530,2,2,1,0,6
7701,1284,68,5,5,0,2
7702,3389,446,16,9,0,3
7704,591,23,7,2,0,4
7703,8261,445,19,27,2,5
7705,1788,82,19,1,1,4
7707,1024,46,5,1,0,3
7706,12683,1717,45,103,81,17
7708,--,2723,65,221,18,8
7709,4310,48,18,42,5,6
7615,4481,87,20,11,1,2
7710,1873,56,3,21,3,7
7712,4875,171,31,23,4,5
7713,4393,114,54,27,3,5
7716,1132,43,4,3,0,4
7719,1012,45,9,14,2,7
7723,1426,35,27,13,1,3
7720,59657,1690,194,867,115,60
7726,22119,1527,102,241,22,18
7727,785,10,6,1,0,4
7728,3388,121,9,24,0,8
7731,607,8,8,8,1,5
7732,539,4,5,4,0,0
7735,9284,100,124,21,6,2
7734,--,320,24,41,3,3
7741,1569,56,5,12,2,1
7744,496,24,4,1,2,1
7749,1648,92,55,4,0,1
7750,10170,1230,28,5,0,7
7754,1785,112,20,25,1,6
7752,2682,73,14,32,0,5
7753,2632,156,17,14,0,7
7755,3513,68,37,140,37,8
7760,1873,32,15,31,3,2
7761,9659,219,33,75,3,12
7762,1226,110,10,16,0,5
7772,1822,32,9,5,1,4
7765,18597,614,63,73,3,11
7767,--,832,34,161,3,9
7770,1319,52,6,1,0,2
7769,818,39,2,6,0,6
7768,1959,189,21,11,0,5
7775,850,50,6,10,0,3
7777,12090,166,205,196,19,24
7778,3774,72,13,6,0,0
7779,10934,100,32,10,0,4
7781,1144,26,8,3,0,3
7782,13248,1583,33,121,6,1
7784,1076,25,12,3,0,3
7785,1343,57,7,10,0,6
7783,2270,89,17,39,1,4
7786,2463,134,5,5,1,1
7787,4996,235,9,6,2,4
7788,12958,118,71,67,0,16
7790,10847,106,37,38,0,13
7791,748,6,7,4,0,4
7792,8930,138,49,75,11,8
7793,23685,2112,54,109,4,5
7796,2902,100,8,2,2,3
7795,--,91,27,68,3,7
7797,--,4,6,12,0,4
7798,3035,84,7,8,0,5
7799,6642,254,30,61,1,6
7800,619,12,5,5,0,3
7802,1791,161,15,2,0,2
7803,1757,38,14,1,0,4
7805,1407,102,4,6,3,5
7808,4188,1002,20,6,0,4
7807,4327,207,11,12,4,5
7809,27957,425,35,589,22,68
7812,2182,101,14,15,0,3
7817,25164,1258,100,597,9,6
7815,1243,48,17,12,1,4
7820,22882,233,71,820,67,19
7816,3147,277,12,2,0,1
7818,3214,24,13,6,1,3
7819,26055,694,68,477,18,20
7824,7614,3209,88,13,0,6
7825,4190,251,21,21,0,3
7826,947,37,7,6,1,3
7828,2216,51,11,19,0,7
7830,829,30,6,12,0,4
7832,34201,804,117,721,78,83
7831,914,8,0,1,0,2
7833,3571,240,4,3,0,8
7836,50609,1550,70,387,13,523
7835,1646,64,8,1,0,0
7834,1745,193,7,4,0,6
7837,1758,68,16,1,0,7
7838,1543,66,3,1,0,3
7839,8230,627,9,13,5,3
7842,5783,242,7,13,1,4
7843,1959,31,8,14,1,3
7845,1148,24,9,5,0,1
7847,1983,39,6,28,1,6
7846,1432,179,14,14,1,5
7850,1654,61,5,1,0,6
7848,15359,419,21,178,3,4
7851,874,0,3,2,0,1
7852,1139,24,7,1,0,2
7854,14822,1010,35,127,8,6
7849,2945,291,11,4,0,4
7859,2831,682,10,8,2,3
7860,15708,103,18,54,3,21
7864,5678,223,33,2,0,3
7863,3411,84,10,24,2,4
7865,4814,241,20,12,1,3
7869,3131,868,29,11,0,6
7870,1223,7,16,4,0,4
7872,3109,245,24,4,1,1
7877,3918,995,38,13,0,3
7881,2721,107,8,5,3,5
7884,10120,209,28,239,21,16
7885,1020,19,5,2,0,4
7886,1128,76,19,11,0,5
7887,1516,200,22,6,0,6
7889,2923,86,18,15,2,1
7890,1204,24,15,12,0,6
7892,5583,326,27,8,0,5
7894,8452,1198,40,45,3,9
7895,1863,47,17,15,3,3
7898,2801,88,10,29,4,6
7900,12773,334,75,213,12,8
7899,7039,1517,9,28,3,2
7901,63198,857,147,1158,68,121
7903,716,5,8,5,1,5
7902,5138,17,26,50,4,1
7904,1135,34,6,14,2,5
7906,1706,27,12,2,1,8
7912,27414,151,34,57,7,4
7908,1367,23,6,6,1,5
7910,4106,221,26,13,2,3
7909,1303,40,6,3,2,5
7911,3187,141,23,20,5,6
7907,1888,270,11,33,2,0
7915,15359,2781,60,105,3,8
7914,5538,140,8,163,8,16
7916,1677,253,15,12,0,4
7905,757,0,4,4,2,3
7920,5326,233,27,30,1,5
7923,1875,133,11,5,0,4
7926,1469,78,11,5,1,1
7927,3710,223,10,20,0,10
7925,3268,807,20,6,1,3
7924,21373,2499,24,7,4,2
7929,947,7,1,2,0,7
7932,3615,118,27,21,3,5
7931,1167,24,8,15,0,9
7933,1485,59,14,18,4,11
7934,14446,1169,26,110,7,7
7935,961,11,6,1,0,5
7938,771,14,11,11,1,6
7939,1175,30,10,3,0,1
7942,845,19,7,3,0,6
7940,9468,153,19,19,0,7
7946,--,263,63,236,17,6
7945,4071,243,27,34,2,6
7955,1767,38,13,4,0,3
7956,2607,116,8,21,0,1
7954,1216,471,10,2,0,3
7960,2049,177,15,2,0,2
7962,17134,660,43,264,13,18
7963,--,6787,155,768,34,20
7966,2036,192,21,2,0,6
7967,2599,100,14,16,0,2
7973,4838,153,25,62,1,7
7975,1293,43,22,66,5,7
7970,3276,164,42,17,0,4
7974,5863,370,22,25,1,3
7971,1505,8,8,11,0,5
7976,3093,107,22,2,1,6
7977,46228,3701,176,410,32,16
7979,1083,63,13,14,0,3
7980,546,4,16,13,0,4
7982,10581,503,46,53,14,12
7985,3178,62,38,15,2,13
7986,8803,1055,45,74,3,8
7988,4950,530,25,5,1,0
7989,1135,30,14,7,0,5
7993,7875,373,12,8,1,2
7996,88375,3155,630,1416,182,52
7995,4740,83,16,12,1,8
7983,761,14,4,4,1,3
8001,986,83,10,14,1,8
8011,4148,702,17,24,2,6
8012,2186,32,30,25,5,5
8015,3047,100,8,10,0,7
8016,1088,108,13,13,0,5
8017,589,13,11,8,0,4
8022,947,110,4,0,0,2
8018,1251,15,20,29,1,4
8023,6507,96,17,11,0,6
8019,2327,107,21,17,0,7
8024,4282,471,15,17,1,4
8026,19316,1941,60,146,7,2
8028,32874,953,152,53,1,9
8030,1438,34,9,13,1,8
8033,1888,108,19,7,0,4
8035,--,33,13,4,0,3
8038,1613,56,10,17,1,6
8036,3231,176,19,1,0,2
8037,5432,231,9,8,1,2
8041,--,83,22,17,0,2
8042,507,5,13,1,0,3
8043,3620,260,9,9,0,6
8044,686,25,15,10,1,2
8029,27160,1358,92,246,15,11
8047,133523,851,115,794,65,1045
8051,19509,889,17,27,7,7
8049,748,8,2,7,1,2
8053,--,104,25,83,3,11
8054,2062,307,15,4,0,1
8058,1357,121,11,5,1,7
8057,8476,134,55,70,1,5
8060,1820,71,8,2,0,4
8062,24017,1263,34,16,8,2
8063,6642,664,43,49,2,3
8064,1857,120,30,8,5,11
8066,3713,139,15,20,0,6
8073,14073,1354,51,103,0,6
8074,2543,38,13,61,7,8
8077,971,152,10,14,1,2
8079,3651,95,13,3,1,5
8084,728,87,11,12,0,3
8083,1166,217,12,25,3,6
8082,3952,143,17,14,0,1
8085,2405,277,17,5,0,1
8086,2109,151,38,21,2,4
8087,151394,7864,112,749,151,136
8088,1375,568,22,8,0,3
8089,--,477,113,51,0,1
8091,5022,573,44,25,1,3
8092,1139,44,1,1,0,4
8093,701,16,24,0,0,1
8095,5742,477,57,93,3,6
8096,1110,18,8,12,2,3
8100,3723,28,33,6,0,7
8101,633,9,12,1,1,3
8104,116028,7946,112,1757,76,35
8103,3417,75,10,3,0,4
8108,10186,59,16,10,1,1
8107,3877,188,25,30,1,1
8109,1343,28,9,17,0,0
8110,3552,188,15,8,0,4
8111,2559,29,10,19,1,8
8112,1052,7,4,3,0,3
8113,8504,1034,19,19,4,7
8115,3911,134,16,7,0,4
8117,1154,11,5,5,0,4
8118,82296,2789,218,1577,142,275
8116,1415,206,5,3,1,6
8123,6502,65,48,9,0,2
8126,37716,536,64,594,34,24
8127,2279,79,11,9,3,5
8124,862,102,6,1,2,4
8129,1375,263,7,5,0,2
8131,12753,387,32,140,10,2
8132,4430,254,6,9,1,6
8137,--,181,7,44,2,5
8141,11541,288,34,77,4,6
8139,3088,1056,16,8,0,5
8140,1046,93,4,12,1,6
8136,5053,95,20,22,7,3
8138,3412,60,31,34,4,8
8135,11798,566,56,96,0,5
8146,6188,271,46,44,0,7
8151,49228,1022,48,138,20,13
8145,3452,173,22,25,0,8
8147,5848,407,83,98,13,10
8154,3918,611,18,22,1,5
8158,10066,110,25,92,5,5
8160,6433,572,30,22,0,9
8159,779,119,9,1,0,9
8161,1583,25,6,10,2,4
8162,4684,264,19,26,1,5
8165,10964,1169,36,35,4,4
8169,1349,86,23,26,0,4
8170,1754,66,50,34,0,1
8171,6669,206,28,37,3,7
8174,919,49,3,2,0,8
8176,2646,41,8,3,0,4
8175,13211,2298,25,88,12,9
8184,7835,230,10,32,9,14
8180,7033,429,22,18,2,8
8181,8470,283,38,50,0,3
8190,3123,43,13,20,6,6
8189,1597,166,6,2,0,3
8192,4292,222,32,20,2,7
8191,1287,32,6,2,0,9
8195,7661,668,17,23,0,7
8194,3554,154,13,17,0,8
8193,3731,177,29,16,1,2
8197,658,6,5,4,0,3
8201,5856,459,20,3,0,2
8202,1282,14,14,17,0,2
8203,2912,63,5,4,1,2
8205,4313,191,29,19,3,6
8209,9104,350,25,77,10,13
8212,3378,263,9,34,3,2
8211,1133,22,4,1,0,4
8204,1169,12,7,5,0,8
8207,12189,92,35,298,10,28
8206,2111,102,6,5,3,6
8214,8660,211,27,97,8,10
8210,5606,654,35,10,0,4
8215,6587,85,27,53,4,4
8196,794,40,4,2,0,4
8216,3860,72,7,18,1,10
8219,427783,0,4543,1294,148,31
8225,1819,52,17,46,7,6
8221,--,31,7,6,0,7
8224,669,15,7,6,0,3
8223,13317,155,100,1058,51,100
8227,18776,543,103,503,16,19
8228,1448,9,3,17,5,9
8226,1133,8,10,9,1,5
8231,1340,9,10,11,0,1
8232,8015,174,26,105,10,18
8234,4462,96,29,41,2,3
8241,1838,93,16,13,0,3
8235,17433,924,69,93,1,9
8238,7560,1326,37,163,7,4
8237,2536,21,9,21,2,4
8239,13496,210,60,139,19,12
8245,7191,224,32,86,5,14
8246,1330,39,11,2,0,9
8249,--,85,48,65,0,2
8255,2018,67,17,8,0,0
8256,64697,1119,181,1333,125,48
8252,3379,148,20,21,2,7
8251,996,10,9,13,1,7
8260,5491,176,26,44,8,3
8257,12845,284,23,59,2,13
8262,1657,5,7,12,3,5
8263,2210,101,13,6,0,2
8264,1383,150,10,1,0,8
8267,3460,60,13,36,2,3
8270,21899,2126,60,156,28,67
8269,--,127,29,14,1,4
8274,2156,49,17,14,2,9
8276,--,61,8,5,1,1
8271,4024,141,28,67,1,3
8277,1186,27,4,3,0,3
8278,1591,15,8,16,2,5
8280,639,9,4,1,0,7
8282,2395,145,20,11,0,3
8285,4825,219,14,25,8,11
8287,5907,70,18,22,2,5
8286,23622,2102,41,89,12,29
8289,12135,1313,60,257,3,2
8293,896,34,16,22,4,6
8296,--,133,34,69,16,14
8295,665,63,6,10,0,3
8302,455,4,1,1,0,3
8301,29724,864,15,148,3,5
8304,2330,56,8,19,0,4
8306,5043,1304,48,80,4,3
8307,18811,2998,166,66,1,5
8309,3173,314,15,16,0,4
8310,9429,477,38,123,16,14
8312,1739,47,9,4,0,4
8313,2720,116,12,8,0,4
8323,--,21,10,7,0,6
8325,41522,55,105,827,44,14
8326,1461,34,9,9,0,7
8327,5222,230,26,29,0,10
8331,2400,121,40,16,8,5
8332,35464,4300,94,335,91,115
8329,27967,498,95,76,0,9
8335,4981,54,22,35,1,6
8338,3660,682,23,10,1,4
8339,2526,86,8,18,2,6
8321,3167,166,9,12,0,2
8340,4228,247,13,49,0,5
8324,--,53,10,7,0,6
8346,32758,2728,100,123,6,11
8349,12424,114,49,124,23,6
8350,5030,1036,27,45,3,3
8351,3217,267,33,20,0,2
8352,12537,454,76,219,16,22
8353,30303,557,94,255,14,14
8356,2399,235,10,2,0,4
8355,1574,72,9,12,0,3
8357,21008,551,41,123,0,4
8359,4212,93,27,29,2,3
8358,1623,17,6,1,1,3
8361,1478,35,11,19,1,2
8363,17803,257,181,841,116,33
8362,2630,182,18,25,0,4
8364,1239,76,4,1,0,3
8365,2694,116,10,0,0,4
8366,7668,529,10,3,6,4
8367,12041,386,22,268,57,79
8368,7833,971,26,103,2,2
8369,4890,156,18,8,0,3
8370,4983,260,16,4,0,7
8372,1621,105,13,3,0,4
8374,6827,495,62,34,0,8
8375,3326,172,13,10,0,3
8376,2369,109,15,6,0,4
8379,634,22,3,2,0,4
8380,1027,46,7,17,3,5
8378,63413,5930,183,448,25,74
8382,2828,74,19,40,3,4
8385,19641,2026,80,113,21,59
8388,13894,602,110,309,25,8
8389,944,21,4,1,0,7
8392,1253,594,12,3,2,2
8396,2927,339,33,37,2,6
8400,5494,97,21,56,4,4
8402,33601,1829,59,97,13,20
8403,3191,47,10,4,1,4
8399,2601,397,16,16,0,9
8405,2880,37,8,23,1,6
8406,4251,283,31,14,0,7
8407,2202,87,14,2,0,4
8408,2139,146,18,7,3,4
8409,1351,14,6,3,0,3
8412,1687,201,12,9,1,1
8413,4880,336,27,5,1,5
8418,5068,257,52,53,3,1
8417,11970,339,47,250,39,90
8420,1080,146,13,6,0,4
8422,3557,168,4,13,1,5
8421,3998,564,21,7,1,6
8428,4541,217,25,21,1,2
8431,1404,10,3,8,0,5
8436,1047,64,7,3,0,4
8439,1223,52,5,10,0,2
8441,884,18,11,8,0,3
8444,4747,206,27,13,0,4
8447,1452,5,3,29,1,4
8449,4890,620,18,28,3,6
8452,1553,4,13,9,1,2
8455,--,100,16,38,2,10
8456,6151,610,25,95,0,0
8454,1670,21,14,15,2,14
8453,9603,581,81,54,8,29
8457,11591,273,38,145,13,9
8458,1477,92,21,2,0,4
8461,358,1,4,1,0,1
8462,2101,38,10,21,1,5
8459,2300,184,28,28,1,3
8465,1157,32,8,8,2,5
8467,3507,50,9,9,0,8
8469,15440,525,48,675,27,31
8470,1486,101,12,6,0,2
8471,14147,1587,30,77,4,23
8472,1618,190,17,15,0,9
8473,2525,15,12,3,2,3
8474,1735,40,7,0,0,1
8475,4861,261,36,9,0,6
8476,56317,435,98,851,64,49
8477,17130,742,5,18,1,8
8478,3604,93,6,25,1,9
8482,2091,28,12,4,0,0
8483,1293,48,16,3,6,4
8485,10253,269,76,507,58,35
8487,691,47,10,12,1,3
8492,5943,334,41,84,6,3
8490,1253,124,6,1,1,3
8488,2261,94,43,24,5,5
8491,8307,443,18,10,0,8
8493,3700,197,17,23,2,3
8494,777,13,19,14,0,2
8495,1145,53,18,31,1,5
8497,--,46,10,6,0,1
8498,1527,53,8,46,3,3
8499,2203623,39618,6265,67027,9245,14597
8500,20726,1309,59,59,4,2
8501,3947,92,14,30,1,6
8502,3551,228,22,54,2,3
8512,3599,155,12,8,0,4
8516,1307,26,17,29,2,8
8518,3149,87,10,64,2,9
8519,2506,232,11,16,0,9
8520,1226,33,8,2,0,1
8523,2522,87,15,15,1,2
8525,124667,29191,356,791,81,45
8526,67470,429,478,855,140,158
8527,3363,38,10,6,0,4
8530,6044,238,14,48,0,4
8535,1685,77,12,1,1,4
8537,22561,1292,33,24,13,6
8540,4581,62,20,18,2,8
8539,1947,410,6,6,0,1
8543,4216,204,8,6,2,6
8542,3238,69,24,4,0,7
8545,7841,399,17,72,4,13
8549,1218,193,4,1,0,4
8550,6327,84,47,27,1,1
8551,33880,1888,42,188,31,85
8553,665,19,3,1,0,3
8556,8464,742,20,5,0,4
8554,2680,116,14,13,2,3
8557,860,20,6,9,2,4
8558,1128,168,5,1,0,0
8559,34304,3676,60,339,21,8
8562,3758,258,14,2,1,4
8563,1297,493,14,35,1,4
8564,2372,85,16,30,1,4
8565,888,18,7,10,0,4
8566,1312,45,13,22,0,4
8567,1688555,624,261,3998,288,104
8568,29868,707,100,396,56,19
8569,5731,829,57,92,3,11
8574,7231,873,13,17,6,8
8575,6129,332,58,46,5,13
8578,685,19,2,8,1,9
8577,953,16,7,7,0,6
8585,867,33,6,6,1,4
8587,2086,132,11,5,0,6
8588,2219,239,19,6,1,1
8591,1216,511,9,7,0,3
8594,1142,36,2,7,1,3
8597,618,68,6,10,1,2
8598,2218,91,6,52,2,7
8600,12721,342,69,138,33,12
8602,1708,49,9,6,1,3
8601,1200,22,10,10,0,7
8604,1215,25,10,21,1,2
8613,684,35,6,3,0,4
8620,2090,201,12,3,0,3
8622,867,10,15,21,1,2
8625,743,53,9,11,1,3
8626,1919,185,13,42,0,4
8630,3824,294,7,4,1,2
8632,717,29,5,1,0,5
8634,1789,46,7,7,0,4
8636,3401,71,7,7,0,3
8639,4637,113,65,17,2,2
8638,1858,960,10,1,2,0
8637,6227,590,22,57,0,11
8641,2763,154,16,5,0,5
8644,536,6,6,7,0,5
8649,3340,84,7,13,1,10
8648,2424,186,12,22,0,3
8650,14876,629,70,247,24,10
8651,101031,2197,359,5047,402,127
8652,10775,444,40,49,4,23
8653,28429,427,59,471,21,14
8656,7636,457,36,119,5,7
8659,708,19,7,2,0,3
8658,8091,1253,37,32,2,3
8662,5798,169,24,17,1,5
8664,2307,90,6,9,0,4
8666,4520,430,16,54,6,4
8669,2392,70,57,21,5,3
8672,3672,334,9,5,1,3
8670,2267,127,12,14,0,3
8674,1962,40,16,15,2,6
8673,1112,68,10,8,0,8
8676,1031,49,4,1,0,8
8677,2518,27,6,13,0,1
8679,6331,215,46,49,1,6
8678,4196,205,22,69,4,8
8680,1285,64,7,2,1,3
8681,7117,117,31,35,0,4
8682,4298,63,16,24,0,8
8684,1387,122,8,16,1,7
8685,2009,109,49,73,6,4
8686,2835,237,29,10,2,1
8687,2535,151,8,2,0,3
8690,1454,132,5,8,0,3
8691,5866,313,14,11,0,3
8692,26820,4138,47,167,24,15
8695,1205,14,2,3,1,3
8698,32173,3782,111,654,33,16
8700,919,24,12,16,1,7
8699,669,61,7,12,0,10
8704,4837,100,9,71,0,1
8701,11875,79,56,60,1,4
8707,181,796,19,17,0,3
8703,603,8,7,13,1,5
8706,1104,28,7,4,1,7
8708,840,90,4,3,0,4
8709,2913,198,17,3,1,8
8710,2314,104,8,7,0,4
8713,1193,115,10,1,0,4
8719,3572,188,10,45,3,5
8722,2186,77,16,16,0,0
8727,590,9,3,7,0,6
8730,1444,176,8,4,1,3
8738,2488,38,19,27,2,2
8740,62,60,6,2,0,3
8744,13808,96,13,12,1,8
8743,1561,86,19,1,1,4
8749,4676,140,16,23,0,10
8729,1798,9,7,18,0,6
8646,865,14,14,13,1,2
8731,781,11,13,8,0,6
8751,2728,26,5,11,1,6
8734,2320,190,174,27,3,5
8753,1279,16,11,9,1,8
8754,8056,231,20,213,31,11
8755,5741,739,22,22,1,5
8750,1061,58,14,0,0,2
8756,1020,15,11,2,0,2
8758,7091,47,24,587,12,46
8759,2030,11,14,19,0,3
8760,28597,859,93,114,4,34
8761,151,71,9,40,0,7
8762,18965,643,40,461,29,14
8766,4829,26,34,3,0,8
8767,2616,253,13,5,2,2
8768,1632,61,17,15,4,6
8770,2642,324,10,8,1,2
8771,28673,149,112,144,11,147
8772,--,338,12,68,0,10
8777,20151,2303,39,128,17,12
8779,2838,152,17,1,0,1
8780,2075,5,9,4,0,4
8784,349,101,8,4,0,2
8786,1718,139,10,7,1,1
8787,11138,715,41,74,7,6
8788,479,11,5,1,1,7
8789,1947,52,22,10,1,4
8790,535,10,3,2,1,5
8791,22838,429,39,70,4,32
8792,1261,13,3,9,0,6
8793,2028,76,7,3,0,1
8795,3922,389,29,51,3,3
8794,2919,68,10,16,2,11
8796,850,136,10,10,0,4
8798,2682,165,18,13,0,3
8800,3104,180,16,9,2,3
8801,169,170,18,3,0,5
8802,2692,101,17,12,0,4
8805,179291,5237,633,4879,642,108
8807,26507,3213,49,123,7,3
8808,1234,43,13,11,3,3
8809,446,15,6,3,0,4
8811,--,422,96,113,2,1
8813,1473,133,6,3,0,2
8814,4743,74,27,68,4,4
8817,5128,184,48,126,7,6
8816,623,21,6,4,0,2
